pose_file,video_name,left_rom,right_rom,left_motion_energy,right_motion_energy,feedback
vid10_pose.npy,vid10.mp4,0.1460733711719513,0.2922239899635315,0.0025980074424296618,0.005121198017150164,Moderate arm motion – movement looks relatively controlled.
vid11_pose.npy,vid11.mp4,0.3932585120201111,0.3994107246398926,0.007249480579048395,0.007249561604112387,Moderate arm motion – movement looks relatively controlled.
vid12_pose.npy,vid12.mp4,0.032698094844818115,0.011916816234588623,0.00041892999433912337,0.00014989334158599377,Very little arm motion detected – this may not be an arm-focused exercise.
vid13_pose.npy,vid13.mp4,0.1651395559310913,0.19633740186691284,0.0037036642897874117,0.003121766960248351,Moderate arm motion – movement looks relatively controlled.
vid14_pose.npy,vid14.mp4,0.020446598529815674,0.007254898548126221,0.0004150958266109228,9.730015153763816e-05,Very little arm motion detected – this may not be an arm-focused exercise.
vid15_pose.npy,vid15.mp4,0.11924552917480469,0.12114351987838745,0.015103521756827831,0.014480137266218662,Arms are moving strongly and consistently throughout the clip.
vid16_pose.npy,vid16.mp4,0.30751678347587585,0.2946600914001465,0.022252187132835388,0.021680790930986404,Arms are moving strongly and consistently throughout the clip.
vid17_pose.npy,vid17.mp4,0.2719314694404602,0.2393186092376709,0.01158498227596283,0.016228677704930305,Arms are moving strongly and consistently throughout the clip.
vid18_pose.npy,vid18.mp4,0.2594406008720398,0.365381121635437,0.011796804144978523,0.01683645509183407,Arms are moving strongly and consistently throughout the clip.
vid19_pose.npy,vid19.mp4,0.3835102915763855,0.2929189205169678,0.017219357192516327,0.015196837484836578,Arms are moving strongly and consistently throughout the clip.
vid1_pose.npy,vid1.mp4,0.28047508001327515,0.015854597091674805,0.0025294781662523746,0.00026596945826895535,Moderate arm motion – movement looks relatively controlled.
vid20_pose.npy,vid20.mp4,0.16011568903923035,0.21720346808433533,0.011381778866052628,0.012685716152191162,Arms are moving strongly and consistently throughout the clip.
vid21_pose.npy,vid21.mp4,0.27387186884880066,0.2334997057914734,0.013088604435324669,0.013656174764037132,Arms are moving strongly and consistently throughout the clip.
vid22_pose.npy,vid22.mp4,0.4700337052345276,0.44867420196533203,0.015327739529311657,0.013688050210475922,Arms are moving strongly and consistently throughout the clip.
vid23_pose.npy,vid23.mp4,0.20872753858566284,0.21165913343429565,0.01639813929796219,0.019260941073298454,Arms are moving strongly and consistently throughout the clip.
vid24_pose.npy,vid24.mp4,0.4117068648338318,0.3645772933959961,0.01577085629105568,0.016249090433120728,Arms are moving strongly and consistently throughout the clip.
vid25_pose.npy,vid25.mp4,0.41484180092811584,0.39832425117492676,0.019990190863609314,0.020309770479798317,Arms are moving strongly and consistently throughout the clip.
vid26_pose.npy,vid26.mp4,0.10315349698066711,0.19038963317871094,0.00761589128524065,0.015103881247341633,Arms are moving strongly and consistently throughout the clip.
vid27_pose.npy,vid27.mp4,0.25350168347358704,0.2137916386127472,0.025315608829259872,0.03392593935132027,Arms are moving strongly and consistently throughout the clip.
vid28_pose.npy,vid28.mp4,0.2422221302986145,0.19919642806053162,0.02467402070760727,0.03424200415611267,Arms are moving strongly and consistently throughout the clip.
vid29_pose.npy,vid29.mp4,0.20313408970832825,0.2588837742805481,0.019458258524537086,0.02064463309943676,Arms are moving strongly and consistently throughout the clip.
vid2_pose.npy,vid2.mp4,0.7192308306694031,0.7049262523651123,0.008291196078062057,0.00787146296352148,Moderate arm motion – movement looks relatively controlled.
vid30_pose.npy,vid30.mp4,0.6410906910896301,0.6391829252243042,0.02767306938767433,0.027687622234225273,Arms are moving strongly and consistently throughout the clip.
vid31_pose.npy,vid31.mp4,0.1120254397392273,0.10564890503883362,0.009851859882473946,0.00995732843875885,Moderate arm motion – movement looks relatively controlled.
vid32_pose.npy,vid32.mp4,0.08714863657951355,0.08372974395751953,0.010709318332374096,0.009214955382049084,Arms are moving strongly and consistently throughout the clip.
vid33_pose.npy,vid33.mp4,0.41430240869522095,0.38957875967025757,0.018389444798231125,0.019439946860074997,Arms are moving strongly and consistently throughout the clip.
vid34_pose.npy,vid34.mp4,0.25755971670150757,0.24057084321975708,0.00851865578442812,0.008124229498207569,Moderate arm motion – movement looks relatively controlled.
vid35_pose.npy,vid35.mp4,0.19502699375152588,0.24788230657577515,0.009098030626773834,0.0094472486525774,Moderate arm motion – movement looks relatively controlled.
vid36_pose.npy,vid36.mp4,0.013421118259429932,0.08699798583984375,0.0006640621577389538,0.002813661238178611,Moderate arm motion – movement looks relatively controlled.
vid37_pose.npy,vid37.mp4,0.04622173309326172,0.03994077444076538,0.00048263370990753174,0.00038122362457215786,Very little arm motion detected – this may not be an arm-focused exercise.
vid38_pose.npy,vid38.mp4,0.26904577016830444,0.24172323942184448,0.009223150089383125,0.008516338653862476,Moderate arm motion – movement looks relatively controlled.
vid39_pose.npy,vid39.mp4,0.0072190165519714355,0.021862566471099854,0.00026197946863248944,0.0007910954882390797,Very little arm motion detected – this may not be an arm-focused exercise.
vid3_pose.npy,vid3.mp4,0.22485420107841492,0.23596933484077454,0.012345886789262295,0.0114666186273098,Arms are moving strongly and consistently throughout the clip.
vid40_pose.npy,vid40.mp4,0.007318675518035889,0.016022205352783203,0.00023635663092136383,0.0005399087676778436,Very little arm motion detected – this may not be an arm-focused exercise.
vid41_pose.npy,vid41.mp4,0.005474269390106201,0.02097618579864502,0.00012502481695264578,0.0009561883634887636,Very little arm motion detected – this may not be an arm-focused exercise.
vid42_pose.npy,vid42.mp4,0.2895548939704895,0.2593669295310974,0.009952647611498833,0.008975133299827576,Moderate arm motion – movement looks relatively controlled.
vid43_pose.npy,vid43.mp4,0.013354957103729248,0.015916109085083008,0.0002326616959180683,0.0005100180278532207,Very little arm motion detected – this may not be an arm-focused exercise.
vid44_pose.npy,vid44.mp4,0.6167037487030029,0.6290618777275085,0.021490802988409996,0.021667826920747757,Arms are moving strongly and consistently throughout the clip.
vid45_pose.npy,vid45.mp4,0.3681655526161194,0.35109829902648926,0.01332466583698988,0.014754250645637512,Arms are moving strongly and consistently throughout the clip.
vid46_pose.npy,vid46.mp4,0.754793107509613,0.683517575263977,0.013907874003052711,0.014011306688189507,Arms are moving strongly and consistently throughout the clip.
vid47_pose.npy,vid47.mp4,0.44459933042526245,0.4649050235748291,0.021602097898721695,0.02207387052476406,Arms are moving strongly and consistently throughout the clip.
vid48_pose.npy,vid48.mp4,0.2508598566055298,0.294577419757843,0.00910912360996008,0.008586370386183262,Moderate arm motion – movement looks relatively controlled.
vid49_pose.npy,vid49.mp4,0.8711276650428772,0.8301846385002136,0.02495068497955799,0.024165688082575798,Arms are moving strongly and consistently throughout the clip.
vid4_pose.npy,vid4.mp4,0.1740141212940216,0.20548862218856812,0.001260255929082632,0.0012367659946903586,Moderate arm motion – movement looks relatively controlled.
vid50_pose.npy,vid50.mp4,0.31925711035728455,0.29625818133354187,0.010523634031414986,0.010216377675533295,Arms are moving strongly and consistently throughout the clip.
vid51_pose.npy,vid51.mp4,0.43884027004241943,0.4513832926750183,0.03150465339422226,0.03352328762412071,Arms are moving strongly and consistently throughout the clip.
vid52_pose.npy,vid52.mp4,0.2270319163799286,0.2311689555644989,0.008291568607091904,0.007637414615601301,Moderate arm motion – movement looks relatively controlled.
vid53_pose.npy,vid53.mp4,0.4944014251232147,0.4986804723739624,0.029965950176119804,0.029888857156038284,Arms are moving strongly and consistently throughout the clip.
vid54_pose.npy,vid54.mp4,0.3001786172389984,0.30353492498397827,0.009026672691106796,0.008736520074307919,Moderate arm motion – movement looks relatively controlled.
vid55_pose.npy,vid55.mp4,0.15638375282287598,0.13652324676513672,0.004690739791840315,0.004158481489866972,Moderate arm motion – movement looks relatively controlled.
vid56_pose.npy,vid56.mp4,0.6728467345237732,0.722925066947937,0.007564141880720854,0.008041329681873322,Moderate arm motion – movement looks relatively controlled.
vid57_pose.npy,vid57.mp4,0.007504701614379883,0.007281124591827393,9.169415716314688e-05,0.00011005491978721693,Very little arm motion detected – this may not be an arm-focused exercise.
vid58_pose.npy,vid58.mp4,0.03492003679275513,0.014473378658294678,0.0007936038891784847,0.0005096797831356525,Very little arm motion detected – this may not be an arm-focused exercise.
vid59_pose.npy,vid59.mp4,0.12259763479232788,0.1304161548614502,0.0046586631797254086,0.004766308702528477,Moderate arm motion – movement looks relatively controlled.
vid5_pose.npy,vid5.mp4,0.22910532355308533,0.19927656650543213,0.007378933019936085,0.006924773100763559,Moderate arm motion – movement looks relatively controlled.
vid60_pose.npy,vid60.mp4,0.6532713770866394,0.6923774480819702,0.010961787775158882,0.01192252617329359,Arms are moving strongly and consistently throughout the clip.
vid6_pose.npy,vid6.mp4,0.13861900568008423,0.21154925227165222,0.002759169088676572,0.002700922079384327,Moderate arm motion – movement looks relatively controlled.
vid7_pose.npy,vid7.mp4,0.3324441909790039,0.34712570905685425,0.010883204638957977,0.010906190611422062,Arms are moving strongly and consistently throughout the clip.
vid8_pose.npy,vid8.mp4,0.37191206216812134,0.37283265590667725,0.02352222427725792,0.02436618134379387,Arms are moving strongly and consistently throughout the clip.
vid9_pose.npy,vid9.mp4,0.34192612767219543,0.3895394802093506,0.008315361104905605,0.00839887373149395,Moderate arm motion – movement looks relatively controlled.
